Id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1670,7.5,0.55,0.03,2.3,0.07,16.0,86.0,0.99746,3.35,0.83,11.4,7
1671,9.6,0.48,0.72,2.2,0.122,6.0,24.0,0.9974,3.07,0.67,11.7,5
1672,9.0,0.34,0.24,1.5,0.087,16.0,43.0,0.9978,3.32,0.62,10.0,6
1673,9.1,0.5,0.45,2.3,0.0819999999999999,26.0,81.0,0.9997,3.28,0.74,9.6,5
1674,11.3,0.44,0.53,2.0,0.095,10.0,31.0,0.99642,3.15,0.67,9.5,6
1675,7.1,0.58,0.15,5.2,0.107,14.0,23.0,0.99693,3.34,0.62,9.4,6
1676,6.7,0.32,0.33,1.8,0.0579999999999999,12.0,19.0,0.99362,3.47,0.65,10.3,6
1677,10.8,0.54,0.64,2.8,0.107,11.0,23.0,0.9974,3.09,0.66,10.9,7
1678,8.6,0.52,0.25,2.2,0.077,19.0,64.0,0.99702,3.15,0.59,10.1,6
1679,8.3,0.43,0.4,2.2,0.068,8.0,27.0,0.99454,3.2,0.69,11.7,7
1680,7.5,0.63,0.0,1.8,0.0579999999999999,5.0,14.0,0.99387,3.38,0.55,11.4,8
1681,8.0,0.29,0.09,2.2,0.095,29.0,55.0,0.99498,3.42,0.81,12.0,6
1682,5.6,0.57,0.04,3.0,0.059,10.0,19.0,0.9964,3.55,0.64,11.6,5
1683,11.1,0.62,0.66,2.2,0.084,11.0,40.0,0.9976,3.06,0.58,9.2,5
1684,9.0,0.48,0.28,3.6,0.087,23.0,119.0,0.9982,3.13,0.54,9.3,4
1685,8.0,0.3,0.41,2.3,0.098,4.0,9.0,0.99444,3.3,0.66,11.7,5
1686,9.4,0.67,0.24,2.0,0.1009999999999999,9.0,28.0,0.9976,3.22,0.57,9.6,5
1687,9.9,0.49,0.63,2.9,0.073,16.0,112.0,0.9982,3.39,0.74,9.5,7
1688,6.7,0.43,0.24,2.1,0.078,43.0,77.0,0.9958,3.44,0.6,10.8,6
1689,7.6,0.695,0.13,2.2,0.104,12.0,91.0,0.99459,3.29,0.67,9.5,5
1690,6.8,0.66,0.0,3.4,0.076,15.0,33.0,0.9948,3.56,0.52,13.566666666666698,6
1691,9.5,0.26,0.54,2.0,0.09,5.0,25.0,0.9988,3.34,0.87,10.4,6
1692,10.2,0.63,0.24,2.4,0.092,23.0,49.0,0.9979,3.07,0.63,9.3,5
1693,6.7,0.78,0.08,1.7,0.111,22.0,41.0,0.99593,3.41,0.66,10.5,6
1694,7.5,0.34,0.31,5.6,0.0819999999999999,26.0,99.0,0.9962,3.44,0.85,12.0,7
1695,6.7,0.46,0.21,3.4,0.081,16.0,37.0,0.99499,3.47,0.58,9.7,7
1696,8.2,0.38,0.38,2.2,0.044,10.0,86.0,0.99354,3.3,0.87,12.0,7
1697,10.0,0.18,0.49,1.8,0.071,6.0,18.0,0.9994,3.22,0.73,9.2,6
1698,8.2,0.34,0.32,2.3,0.068,18.0,37.0,0.99667,3.28,0.85,11.3,6
1699,8.2,0.4,0.4,2.1,0.039,34.0,44.0,0.99514,3.29,0.7,12.1,7
1700,7.1,0.66,0.03,2.3,0.0819999999999999,30.0,69.0,0.99744,3.52,0.55,9.7,5
1701,8.7,0.29,0.49,2.6,0.0819999999999999,23.0,142.0,0.9976,3.22,0.68,10.1,5
1702,9.2,0.31,0.5,2.2,0.067,16.0,24.0,0.99384,3.32,0.87,12.5,7
1703,5.7,0.31,0.37,2.3,0.0409999999999999,17.0,81.0,0.99386,3.57,1.06,11.2,6
1704,7.8,0.77,0.17,1.6,0.087,17.0,40.0,0.9969,3.2,0.52,9.2,5
1705,8.2,0.54,0.12,1.6,0.066,15.0,33.0,0.9976,3.29,0.56,9.7,6
1706,7.0,0.69,0.1,3.0,0.088,33.0,76.0,0.99842,3.44,0.6,9.9,4
1707,5.9,0.68,0.05,2.3,0.089,17.0,69.0,0.99252,3.56,0.49,12.5,6
1708,6.7,1.33,0.0,1.7,0.062,6.0,34.0,0.9948,3.5,0.48,10.9,4
1709,8.8,0.61,0.19,1.8,0.109,5.0,15.0,0.9982,3.19,0.44,9.5,4
1710,7.7,1.012,0.21,1.9,0.076,20.0,136.0,0.9964,3.17,0.49,9.5,5
1711,8.2,0.32,0.27,1.9,0.08,21.0,58.0,0.9964,3.3,0.82,10.0,7
1712,6.3,0.66,0.0,1.7,0.057,6.0,11.0,0.9958,3.45,0.54,10.8,7
1713,8.7,0.635,0.1,2.4,0.088,25.0,57.0,0.9964,3.19,0.79,9.5,5
1714,6.9,0.54,0.23,2.3,0.074,25.0,58.0,0.995,3.24,0.56,11.4,5
1715,8.9,0.6,0.31,3.0,0.092,32.0,44.0,0.99836,3.38,0.72,10.5,7
1716,6.6,0.78,0.0,2.2,0.078,34.0,52.0,0.99622,3.52,0.6,10.7,6
1717,7.5,0.51,0.02,2.2,0.071,28.0,52.0,0.99566,3.36,0.54,10.5,6
1718,8.8,0.47,0.33,2.3,0.075,22.0,109.0,0.9979,3.22,0.62,9.4,5
1719,6.1,0.46,0.12,2.1,0.074,16.0,45.0,0.99508,3.5,0.71,10.3,4
1720,8.2,0.45,0.49,1.7,0.07,16.0,59.0,0.9973,3.35,0.57,10.8,5
1721,6.2,0.57,0.02,2.1,0.062,16.0,44.0,0.9958,3.36,0.52,10.1,5
1722,7.0,0.53,0.36,1.4,0.07,13.0,50.0,0.99596,3.45,0.56,9.2,5
1723,7.8,0.34,0.34,2.0,0.0819999999999999,17.0,88.0,0.99818,3.6,0.48,9.5,5
1724,8.0,0.4,0.27,2.7,0.0579999999999999,10.0,21.0,0.99498,3.22,0.68,12.2,7
1725,8.4,0.635,0.01,2.2,0.078,27.0,66.0,0.99736,3.53,0.57,9.7,5
1726,8.8,0.43,0.34,2.8,0.083,34.0,72.0,0.99622,3.38,0.71,10.7,6
1727,9.9,0.24,0.48,2.0,0.084,6.0,24.0,0.9968,3.29,0.85,11.4,7
1728,9.3,0.635,0.1,1.9,0.077,37.0,55.0,0.99566,3.28,0.66,10.0,5
1729,8.7,0.725,0.22,4.65,0.1169999999999999,10.0,31.0,0.99668,3.36,0.48,9.7,5
1730,10.9,0.47,0.58,2.2,0.095,15.0,35.0,0.9984,3.08,0.61,9.0,6
1731,8.3,0.24,0.42,2.1,0.062,26.0,61.0,0.99494,3.26,0.93,10.0,7
1732,9.4,0.36,0.49,2.1,0.086,27.0,85.0,0.9964,3.39,0.71,10.9,5
1733,11.9,0.49,0.49,1.9,0.095,10.0,41.0,1.0004,3.08,0.76,10.5,6
1734,6.9,0.46,0.43,1.8,0.073,24.0,94.0,0.9948,3.39,0.57,11.5,5
1735,8.4,0.545,0.22,2.2,0.074,16.0,119.0,0.9967,3.3,0.55,9.1,4
1736,7.7,0.34,0.31,2.0,0.0819999999999999,31.0,59.0,0.9967,3.29,0.67,9.2,6
1737,9.3,0.33,0.34,2.8,0.095,38.0,46.0,0.99713,3.34,0.84,12.5,7
1738,6.6,0.56,0.0,1.8,0.064,7.0,16.0,0.99346,3.36,0.71,11.9,7
1739,6.8,0.64,0.21,2.1,0.093,9.0,32.0,0.99745,3.68,0.73,9.5,7
1740,12.5,0.5,0.49,2.9,0.1,5.0,16.0,0.9994,3.14,0.61,11.4,6
1741,7.0,0.66,0.0,4.3,0.09,9.0,28.0,0.99484,3.27,0.5,11.7,6
1742,7.0,0.49,0.09,2.1,0.092,12.0,28.0,0.99456,3.39,0.59,12.6,6
1743,9.8,0.46,0.31,1.7,0.076,16.0,56.0,0.99476,3.16,0.72,10.0333333333333,6
1744,9.9,0.37,0.51,2.3,0.077,25.0,37.0,0.9982,3.26,0.82,10.9,7
1745,7.6,0.34,0.23,2.1,0.0819999999999999,17.0,92.0,0.9964,3.22,0.52,9.5,5
1746,6.2,0.6,0.08,2.1,0.078,24.0,64.0,0.9964,3.38,0.49,10.2,5
1747,8.6,0.52,0.35,2.4,0.065,23.0,58.0,0.9934,2.92,0.82,12.4,6
1748,11.3,0.46,0.53,2.6,0.073,5.0,20.0,0.9972,3.2,0.72,11.8,6
1749,6.1,0.64,0.0,2.1,0.098,6.0,13.0,0.99738,3.52,0.63,9.5,5
1750,11.3,0.27,0.43,2.2,0.094,8.0,22.0,0.9996,3.09,0.82,9.4,6
1751,11.6,0.37,0.65,2.7,0.09,6.0,17.0,0.9976,3.08,0.68,10.2,6
1752,6.7,0.63,0.03,1.4,0.078,21.0,66.0,0.9958,3.52,0.56,9.5,5
1753,6.0,0.34,0.0,1.6,0.066,31.0,68.0,0.99258,3.68,0.69,12.3,6
1754,6.9,0.59,0.02,2.3,0.062,33.0,45.0,0.99489,3.34,0.47,10.5,6
1755,8.2,0.54,0.42,2.1,0.078,13.0,27.0,0.99498,3.18,0.77,12.1,6
1756,7.5,0.88,0.02,2.3,0.1,8.0,17.0,0.99588,3.2,0.54,9.4,5
1757,8.8,0.24,0.09,2.5,0.077,6.0,20.0,0.99648,3.41,0.7,11.9,7
1758,8.4,0.34,0.34,2.2,0.069,28.0,53.0,0.9974,3.17,0.67,10.4,6
1759,11.9,0.36,0.51,2.4,0.077,10.0,47.0,0.9982,3.09,0.6,9.2,6
1760,9.3,0.22,0.24,1.6,0.078,10.0,39.0,0.99557,3.34,0.87,10.0,7
1761,7.1,0.51,0.02,2.3,0.084,23.0,94.0,0.9994,3.47,0.54,9.8,5
1762,7.5,0.51,0.06,1.5,0.076,18.0,59.0,0.9948,3.39,0.39,10.6,6
1763,7.8,0.48,0.28,1.9,0.0819999999999999,23.0,119.0,0.99694,3.28,0.7,9.5,6
1764,7.6,0.695,0.13,2.1,0.076,38.0,76.0,0.99494,3.29,0.52,9.5,5
1765,10.5,0.31,0.53,2.8,0.1169999999999999,5.0,10.0,0.99774,3.22,0.75,11.2,7
1766,7.3,0.54,0.23,4.1,0.063,15.0,35.0,0.99489,3.32,0.61,11.7,5
1767,8.6,0.53,0.31,2.2,0.074,25.0,42.0,0.99716,3.17,0.67,11.4,6
1768,7.4,0.42,0.27,2.1,0.093,19.0,50.0,0.99408,3.39,0.64,12.5,6
1769,8.2,0.28,0.23,2.4,0.068,3.0,9.0,0.9964,3.15,0.65,9.4,5
1770,6.8,0.54,0.09,1.4,0.086,6.0,15.0,0.99459,3.38,0.59,11.3,6
1771,7.2,0.795,0.0,2.6,0.171,36.0,46.0,0.997,3.51,0.68,10.0,7
1772,7.7,0.6,0.26,2.3,0.07,31.0,145.0,0.99613,3.26,0.48,9.9,5
1773,6.1,0.52,0.25,2.0,0.074,45.0,88.0,0.99629,3.42,0.53,9.6,5
1774,5.4,0.65,0.0,2.2,0.0969999999999999,11.0,65.0,0.99396,3.68,0.62,9.5,7
1775,9.2,0.58,0.22,2.3,0.0819999999999999,31.0,134.0,0.99782,3.18,0.55,9.5,5
1776,11.9,0.51,0.44,2.55,0.089,16.0,47.0,1.0002,3.18,0.64,10.0333333333333,6
1777,7.2,1.58,0.1,1.7,0.081,8.0,20.0,0.99628,3.3,0.49,10.9,6
1778,10.6,0.35,0.49,2.4,0.091,20.0,110.0,0.9994,3.23,0.73,9.6,5
1779,8.5,0.31,0.39,2.1,0.061,6.0,12.0,0.99476,3.3,0.58,9.4,5
1780,10.5,0.715,0.43,2.9,0.089,21.0,51.0,0.9996,3.24,0.6,9.7,6
1781,10.0,0.35,0.45,3.4,0.08,6.0,17.0,0.9994,3.22,0.67,10.5,5
1782,6.4,0.61,0.14,2.1,0.067,20.0,37.0,0.9959,3.42,0.59,10.1,5
1783,5.0,0.46,0.11,1.6,0.0559999999999999,12.0,19.0,0.99258,3.22,0.7,12.6,6
1784,7.1,0.45,0.0,2.1,0.0819999999999999,21.0,59.0,0.9966,3.48,0.62,9.2,5
1785,6.8,0.69,0.0,1.4,0.084,18.0,34.0,0.9948,3.3,0.6,10.4,6
1786,7.7,0.4,0.31,1.7,0.077,3.0,15.0,0.99532,3.39,0.9,10.0,6
1787,7.0,0.49,0.28,2.1,0.077,32.0,71.0,0.99578,3.34,0.6,10.9,6
1788,10.6,0.34,0.45,2.6,0.0819999999999999,17.0,86.0,0.9985,3.37,0.66,9.4,6
1789,9.2,0.36,0.52,2.1,0.073,41.0,55.0,0.99734,3.38,0.82,12.0,7
1790,12.3,0.5,0.49,2.3,0.085,8.0,28.0,1.0002,3.19,0.47,9.6,5
1791,9.0,0.49,0.57,2.1,0.074,6.0,12.0,0.9994,3.35,0.67,11.2,6
1792,8.0,0.24,0.37,2.3,0.068,10.0,24.0,0.9946,3.37,0.9,12.0,6
1793,11.9,0.31,0.54,2.5,0.098,5.0,9.0,0.99712,3.26,0.61,10.5,5
1794,6.6,0.66,0.04,2.2,0.076,20.0,54.0,0.9959,3.69,0.56,9.8,5
1795,12.8,0.38,0.76,2.8,0.075,6.0,17.0,1.0004,3.12,0.68,10.8,5
1796,7.8,0.3,0.24,1.6,0.069,16.0,38.0,0.9956,3.33,0.64,10.3,6
1797,12.5,0.36,0.49,2.55,0.075,5.0,12.0,0.9994,3.11,0.75,10.5,5
1798,10.5,0.38,0.66,1.4,0.081,4.0,10.0,0.99498,3.08,0.57,11.2,6
1799,7.1,0.795,0.0,1.6,0.068,19.0,40.0,0.9968,3.44,0.57,9.4,5
1800,7.0,0.38,0.25,2.4,0.081,27.0,67.0,0.99622,3.38,0.58,11.3,6
1801,6.6,0.685,0.0,2.4,0.079,6.0,12.0,0.998,3.58,0.83,10.3,6
1802,7.1,0.57,0.03,2.6,0.096,24.0,88.0,0.99575,3.44,0.6,10.1,6
1803,11.4,0.27,0.53,2.4,0.084,6.0,19.0,0.9981,3.17,0.85,12.0,7
1804,6.8,0.61,0.01,2.8,0.074,13.0,31.0,0.99538,3.34,0.54,12.7,7
1805,8.9,0.52,0.51,1.6,0.077,4.0,9.0,0.99558,3.3,0.87,9.8,6
1806,6.8,0.36,0.19,1.5,0.0559999999999999,18.0,38.0,0.99396,3.45,0.52,11.3,6
1807,8.7,0.4,0.26,2.0,0.106,29.0,119.0,0.9982,3.26,0.56,9.3,6
1808,6.8,0.58,0.01,2.6,0.067,27.0,43.0,0.99528,3.41,0.56,12.4,7
1809,6.1,0.65,0.03,1.7,0.077,15.0,29.0,0.99538,3.59,0.54,10.2,5
1810,5.8,0.52,0.04,1.8,0.054,18.0,44.0,0.9942,3.42,0.56,12.9,6
1811,10.7,0.32,0.42,1.4,0.0559999999999999,8.0,24.0,0.99396,3.16,0.71,11.4,5
1812,7.1,0.28,0.28,2.1,0.061,17.0,34.0,0.9966,3.39,0.48,9.4,5
1813,7.0,0.6,0.28,2.1,0.118,6.0,28.0,0.99616,3.43,0.59,9.8,6
1814,7.6,0.41,0.3,2.3,0.079,33.0,85.0,0.99786,3.42,0.56,9.5,5
1815,6.7,0.64,0.05,2.1,0.078,25.0,49.0,0.99498,3.36,0.66,12.9,6
1816,11.9,0.57,0.08,2.8,0.092,5.0,28.0,0.9996,3.12,0.73,10.5,6
1817,9.9,0.6,0.27,2.5,0.1159999999999999,8.0,17.0,0.99708,3.19,0.51,9.3,5
1818,7.9,0.66,0.21,2.1,0.087,23.0,121.0,0.9968,3.21,0.57,9.5,5
1819,6.7,0.725,0.08,2.1,0.1169999999999999,14.0,28.0,0.99655,3.34,0.52,10.7,6
1820,8.3,0.43,0.28,2.1,0.0819999999999999,18.0,88.0,0.99823,3.32,0.52,9.5,5
1821,7.7,0.58,0.1,1.6,0.088,23.0,113.0,0.99675,3.29,0.58,9.9,5
1822,6.0,0.43,0.24,2.1,0.066,12.0,18.0,0.99478,3.49,0.66,11.4,6
1823,7.9,0.53,0.18,1.9,0.076,19.0,64.0,0.9962,3.38,0.65,10.6,6
1824,5.3,0.67,0.11,1.8,0.075,19.0,20.0,0.9947,3.49,0.67,11.4,6
1825,9.5,0.39,0.27,2.6,0.092,52.0,98.0,0.998,3.2,0.54,9.4,5
1826,7.6,0.56,0.24,2.1,0.077,23.0,147.0,0.9979,3.37,0.54,9.4,5
1827,8.3,0.54,0.27,3.4,0.067,26.0,105.0,0.9962,3.26,0.8,12.1,7
1828,7.5,0.52,0.2,2.5,0.084,35.0,152.0,0.9959,3.34,0.49,9.6,5
1829,7.2,0.59,0.18,2.3,0.067,28.0,109.0,0.9971,3.38,0.77,10.5,6
1830,6.0,0.66,0.0,2.1,0.066,14.0,35.0,0.9956,3.52,0.64,10.3,5
1831,10.6,0.56,0.24,2.5,0.077,16.0,42.0,0.9991,3.14,0.52,9.4,5
1832,7.8,0.615,0.07,2.6,0.086,5.0,16.0,0.9964,3.33,0.89,9.8,6
1833,7.5,0.84,0.21,2.1,0.083,24.0,66.0,0.99836,3.38,0.56,9.7,5
1834,9.9,0.78,0.21,2.2,0.077,32.0,54.0,0.9991,3.48,0.62,9.4,5
1835,10.0,0.33,0.63,1.9,0.071,6.0,12.0,0.99547,3.17,0.64,10.5,7
1836,11.5,0.35,0.53,2.3,0.091,5.0,19.0,0.99642,3.16,0.85,11.0,7
1837,6.1,0.57,0.02,2.3,0.081,21.0,59.0,0.99745,3.51,0.8,11.4,6
1838,8.0,0.28,0.42,1.8,0.078,17.0,77.0,0.99672,3.25,0.77,11.2,7
1839,8.9,0.835,0.14,1.9,0.084,3.0,10.0,0.9974,3.19,0.54,9.3,5
1840,9.4,0.62,0.24,2.8,0.078,17.0,43.0,0.9986,3.26,0.61,9.4,5
1841,7.2,0.36,0.32,2.0,0.0819999999999999,31.0,68.0,0.99694,3.37,0.49,9.2,6
1842,9.8,0.24,0.48,2.5,0.075,11.0,24.0,0.9982,3.09,0.61,10.5,5
1843,8.9,0.35,0.53,2.6,0.077,8.0,15.0,0.99534,3.23,0.57,11.5,6
1844,7.2,0.61,0.26,2.3,0.08,25.0,105.0,0.99623,3.39,0.54,9.7,5
1845,10.0,0.55,0.45,2.2,0.071,9.0,17.0,0.99444,3.22,0.44,12.0,6
1846,6.1,0.885,0.0,2.6,0.068,6.0,15.0,0.9962,3.56,0.54,9.4,4
1847,7.2,0.66,0.03,2.3,0.08,30.0,91.0,0.99743,3.52,0.57,10.7,7
1848,8.1,0.39,0.39,1.4,0.055,4.0,9.0,0.99498,3.34,0.62,11.2,5
1849,7.1,0.52,0.03,2.5,0.081,34.0,60.0,0.99538,3.36,0.7,10.2,6
1850,7.8,0.26,0.06,2.0,0.052,15.0,28.0,0.9965,3.37,0.8,10.9,6
1851,6.8,0.49,0.09,2.0,0.072,15.0,18.0,0.99385,3.39,0.64,12.6,6
1852,6.6,0.6,0.0,2.1,0.059,8.0,16.0,0.99448,3.61,0.63,10.3,6
1853,9.1,0.5,0.3,1.8,0.111,7.0,15.0,0.9973,3.28,0.62,9.1,6
1854,11.3,0.28,0.57,2.3,0.084,8.0,17.0,0.9974,3.1,0.7,9.5,6
1855,7.1,0.63,0.2,2.1,0.06,19.0,77.0,0.99745,3.55,0.73,10.0,7
1856,7.5,0.6,0.26,3.0,0.088,31.0,131.0,0.99622,3.21,0.52,9.7,5
1857,11.9,0.38,0.49,2.7,0.081,14.0,39.0,1.0004,3.25,0.55,9.5,5
1858,8.9,0.53,0.24,2.6,0.077,34.0,141.0,0.9976,3.17,0.54,9.2,5
1859,10.3,0.4,0.49,2.8,0.093,15.0,104.0,0.9994,3.22,0.61,9.2,5
1860,9.1,0.27,0.34,4.8,0.0559999999999999,15.0,26.0,0.99586,3.28,0.82,12.8,7
1861,8.1,0.37,0.21,2.1,0.079,26.0,60.0,0.99656,3.3,0.7,9.5,5
1862,10.5,1.04,0.25,1.8,0.077,6.0,33.0,0.9976,3.34,0.48,10.0,5
1863,8.3,0.77,0.0,1.9,0.064,18.0,27.0,0.9948,3.36,0.53,9.5,5
1864,6.2,0.74,0.08,2.0,0.061,6.0,14.0,0.99489,3.45,0.52,10.3,5
1865,6.9,0.69,0.0,2.1,0.034,45.0,87.0,0.99471,3.47,0.65,12.5,6
1866,7.5,0.62,0.01,2.3,0.071,28.0,52.0,0.99467,3.42,0.72,10.4,5
1867,8.1,0.5,0.3,2.1,0.102,4.0,16.0,0.9968,3.35,0.57,10.5,5
1868,8.0,0.64,0.2,1.8,0.1159999999999999,4.0,10.0,0.9966,3.27,0.6,9.5,6
1869,7.7,0.45,0.2,1.9,0.102,26.0,35.0,0.9968,3.52,0.68,10.9,7
1870,7.4,0.59,0.05,2.0,0.08,31.0,131.0,0.9966,3.52,0.57,9.8,5
1871,9.9,0.66,0.17,2.0,0.083,15.0,24.0,0.99652,3.12,0.71,10.1,6
1872,7.6,0.36,0.33,2.1,0.078,27.0,66.0,0.99745,3.4,0.61,9.5,6
1873,8.0,0.63,0.18,1.5,0.083,26.0,64.0,0.99652,3.16,0.59,9.3,5
1874,7.9,0.705,0.11,2.0,0.0559999999999999,8.0,16.0,0.99603,3.54,0.48,11.5,5
1875,7.1,0.735,0.09,2.2,0.067,6.0,19.0,0.99444,3.32,0.63,11.2,6
1876,7.2,0.35,0.32,2.2,0.078,27.0,53.0,0.99546,3.36,0.77,11.0,7
1877,11.5,0.47,0.64,2.5,0.0819999999999999,7.0,42.0,0.9988,3.08,0.61,9.4,5
1878,6.1,0.6,0.03,1.9,0.0579999999999999,22.0,49.0,0.99538,3.54,0.54,10.6,6
1879,7.9,0.74,0.23,2.8,0.091,16.0,63.0,0.9962,3.43,0.6,9.2,5
1880,11.7,0.46,0.63,2.5,0.077,6.0,16.0,0.9987,3.02,0.57,10.4,6
1881,7.0,0.39,0.5,2.1,0.054,16.0,25.0,0.99494,3.39,0.7,11.0,6
1882,7.6,0.47,0.4,2.1,0.0819999999999999,19.0,58.0,0.9964,3.38,0.65,10.3,7
1883,11.6,0.39,0.66,2.9,0.094,6.0,23.0,0.9994,3.09,0.74,11.8,6
1884,7.9,0.41,0.45,2.0,0.111,9.0,16.0,0.99576,3.28,0.65,11.4,6
1885,11.5,0.38,0.56,2.6,0.087,6.0,24.0,0.9994,3.14,0.62,10.7,6
1886,7.7,0.37,0.49,2.8,0.084,7.0,17.0,0.9968,3.26,0.66,14.0,7
1887,8.0,0.47,0.32,1.8,0.12,16.0,36.0,0.99456,3.3,0.83,12.9,7
1888,6.0,0.685,0.0,2.1,0.071,26.0,35.0,0.99622,3.54,0.72,11.0,7
1889,7.9,0.62,0.04,1.5,0.0579999999999999,12.0,87.0,0.9973,3.47,0.52,9.4,5
1890,9.9,0.62,0.24,2.8,0.078,41.0,110.0,0.9991,3.39,0.51,9.4,5
1891,7.2,0.695,0.0,2.7,0.055,18.0,32.0,0.99536,3.38,0.52,11.4,5
1892,7.7,0.66,0.0,2.1,0.094,21.0,59.0,0.9968,3.51,0.71,9.4,4
1893,7.4,0.42,0.07,1.9,0.0579999999999999,31.0,92.0,0.99632,3.38,0.85,11.6,5
1894,6.2,0.5,0.12,1.7,0.076,18.0,29.0,0.9952,3.52,0.83,9.7,7
1895,7.6,0.635,0.13,3.0,0.071,17.0,25.0,0.99603,3.34,0.49,9.5,5
1896,13.3,0.4,0.49,2.4,0.091,5.0,23.0,1.00012,3.07,0.97,9.7,6
1897,8.0,0.725,0.05,3.0,0.1169999999999999,5.0,14.0,0.9976,3.35,0.53,10.9,6
1898,7.7,0.43,0.46,1.8,0.064,7.0,20.0,0.9952,3.25,0.86,13.6,8
1899,8.1,0.43,0.3,1.4,0.079,26.0,45.0,0.99724,3.3,0.92,10.3,7
1900,6.7,0.855,0.02,1.7,0.087,25.0,34.0,0.996,3.54,0.82,10.0,8
1901,6.7,0.55,0.15,1.7,0.0969999999999999,19.0,27.0,0.99655,3.28,0.59,10.8,6
1902,8.6,0.59,0.66,2.1,0.084,10.0,28.0,0.9976,3.14,0.66,9.2,5
1903,8.0,0.37,0.46,2.1,0.074,24.0,44.0,0.99534,3.38,0.85,12.3,6
1904,7.8,0.6,0.25,2.3,0.075,21.0,102.0,0.99616,3.28,0.53,9.8,5
1905,8.1,0.8,0.21,2.3,0.0819999999999999,31.0,134.0,0.9976,3.29,0.56,9.2,6
1906,9.5,0.36,0.22,3.6,0.0819999999999999,6.0,26.0,0.9977,3.14,0.9,9.4,6
1907,10.7,0.78,0.51,1.7,0.118,17.0,32.0,0.99743,3.02,0.69,9.8,7
1908,7.8,0.68,0.06,3.1,0.073,27.0,61.0,0.9968,3.09,0.66,10.7,5
1909,12.0,0.38,0.49,2.1,0.084,11.0,46.0,1.0003,3.08,0.52,9.8,5
1910,8.2,0.77,0.21,2.3,0.075,15.0,58.0,0.9978,3.14,0.53,9.7,6
1911,12.5,0.36,0.66,1.6,0.081,6.0,15.0,0.9972,3.05,0.66,9.4,6
1912,9.9,0.3,0.57,1.7,0.087,4.0,11.0,0.99788,3.28,0.57,9.5,6
1913,6.0,0.705,0.1,1.8,0.07,5.0,20.0,0.9968,3.36,0.52,10.1,5
1914,7.7,0.5,0.18,5.5,0.078,20.0,84.0,0.99855,3.38,0.62,9.6,5
1915,6.8,0.875,0.15,2.4,0.0819999999999999,26.0,60.0,0.99808,3.39,0.68,10.5,6
1916,8.0,1.33,0.3,1.9,0.066,7.0,65.0,0.9967,3.26,0.61,9.2,5
1917,8.8,0.77,0.0,1.9,0.0969999999999999,28.0,53.0,0.9979,3.26,0.6,9.0,6
1918,8.1,0.88,0.0,1.7,0.106,6.0,16.0,0.9969,3.36,0.57,9.7,5
1919,12.7,0.3,0.57,2.6,0.071,7.0,29.0,0.9995,3.14,0.56,9.6,6
1920,7.8,0.61,0.31,2.2,0.077,16.0,65.0,0.9974,3.17,0.71,9.2,4
1921,7.7,0.66,0.21,2.7,0.081,18.0,85.0,0.99748,3.2,0.6,9.8,5
1922,7.1,0.35,0.42,2.5,0.0579999999999999,32.0,44.0,0.99518,3.33,0.72,11.0,6
1923,11.9,0.545,0.68,2.6,0.084,20.0,49.0,0.9982,3.02,0.79,10.7,7
1924,7.3,0.48,0.09,3.0,0.0969999999999999,10.0,24.0,0.99499,3.37,0.67,11.1,6
1925,8.6,0.7,0.24,2.9,0.086,23.0,49.0,0.9976,3.11,0.53,9.5,5
1926,13.0,0.27,0.49,2.8,0.085,8.0,21.0,1.0004,3.2,0.64,9.5,5
1927,8.6,0.31,0.39,2.7,0.0819999999999999,24.0,44.0,0.99534,3.31,0.72,12.5,7
1928,6.4,0.62,0.2,2.4,0.076,19.0,28.0,0.99489,3.5,0.59,11.6,5
1929,8.7,0.47,0.49,2.9,0.092,16.0,112.0,0.9992,3.08,0.62,9.5,5
1930,6.2,0.835,0.0,4.2,0.1,4.0,14.0,0.9984,3.51,0.54,9.3,5
1931,7.9,0.5,0.33,3.0,0.102,12.0,62.0,0.99888,3.24,0.53,10.0,7
1932,7.8,0.715,0.0,2.4,0.0969999999999999,25.0,68.0,0.9969,3.45,0.59,9.7,5
1933,8.7,0.31,0.4,2.4,0.078,38.0,46.0,0.9973,3.31,0.77,12.8,7
1934,7.6,0.68,0.02,1.6,0.123,14.0,44.0,0.9968,3.5,0.52,9.5,5
1935,7.8,0.46,0.2,1.9,0.076,18.0,37.0,0.99672,3.61,0.71,10.0,6
1936,7.7,0.51,0.21,2.4,0.079,29.0,55.0,0.9972,3.32,0.59,10.3,6
1937,7.8,0.64,0.26,2.1,0.08,31.0,94.0,0.99622,3.26,0.58,9.8,5
1938,6.4,0.63,0.14,2.1,0.0969999999999999,18.0,34.0,0.9997,3.49,0.74,9.4,6
1939,7.2,0.68,0.19,2.0,0.076,34.0,66.0,0.99566,3.34,0.6,10.0,5
1940,9.6,0.27,0.28,2.5,0.0819999999999999,42.0,74.0,0.99814,3.3,0.88,12.1,7
1941,6.4,0.66,0.07,1.5,0.091,26.0,45.0,0.99574,3.46,0.63,10.9,5
1942,7.9,0.725,0.24,1.8,0.106,19.0,77.0,0.99604,3.32,1.04,9.5,5
